vente_id,date_vente,client_id,produit_id,canal_id,quantite,montant
10870,2024-12-05,319,70,2,5,70.08
10871,2025-12-30,631,197,3,9,767.01
10872,2024-12-23,309,179,4,9,529.91
10873,2025-12-30,720,186,1,9,715.05
10874,2025-09-10,411,52,3,3,492.76
10875,2024-06-04,315,113,4,2,120.32
10876,2025-02-04,457,141,4,4,485.62
10877,2026-03-03,966,138,1,6,890.35
10878,2024-06-15,126,104,2,2,743.15
10879,2024-07-26,217,97,4,2,242.2
10880,2024-08-30,541,185,4,4,72.43
10881,2026-02-18,21,179,2,2,573.47
10882,2024-12-26,864,31,4,7,421.24
10883,2025-11-27,794,184,1,7,177.92
10884,2025-06-03,765,173,4,10,727.14
10885,2024-11-01,536,186,4,8,881.09
10886,2025-09-23,403,45,1,9,147.23
10887,2024-12-30,320,119,2,3,265.06
10888,2026-01-15,415,167,4,8,51.99
10889,2026-03-08,704,117,1,7,843.68
10890,2024-09-28,95,164,3,9,668.93
10891,2025-06-03,368,118,2,6,461.54
10892,2025-12-28,380,178,2,4,957.04
10893,2026-01-24,155,153,1,1,787.3
10894,2025-05-07,194,75,1,4,779.54
10895,2025-05-16,245,65,3,5,137.29
10896,2026-02-10,293,123,1,2,352.4
10897,2024-06-30,323,133,2,3,949.15
10898,2025-01-14,571,29,3,2,450.17
10899,2025-06-25,801,155,1,8,824.61
10900,2025-01-15,446,117,4,7,975.39
10901,2025-04-12,621,51,1,4,106.22
10902,2025-04-14,869,101,3,6,251.35
10903,2026-01-11,202,50,4,5,169.74
10904,2026-03-06,331,3,2,6,252.38
10905,2026-04-23,712,189,2,2,42.73
10906,2025-08-20,165,87,3,7,456.64
10907,2024-08-24,788,153,1,5,583.53
10908,2025-11-24,685,155,3,10,765.33
10909,2024-09-28,775,115,4,1,240.15
10910,2025-11-13,720,123,1,6,434.31
10911,2025-10-25,674,186,2,6,556.34
10912,2024-11-11,192,11,1,5,803.6
10913,2024-10-23,222,85,3,6,394.47
10914,2025-09-21,937,50,4,8,619.92
10915,2025-07-24,528,176,2,7,505.55
10916,2025-11-02,241,108,3,5,722.16
10917,2024-09-03,920,149,1,1,665.08
10918,2025-01-23,954,50,2,7,860.84
10919,2025-04-14,780,50,2,1,383.24
10920,2025-02-05,727,6,3,3,868.87
10921,2024-07-01,595,76,2,10,613.73
10922,2025-11-25,144,194,1,2,618.06
10923,2024-04-28,180,69,4,5,957.44
10924,2024-05-07,658,195,3,1,436.56
10925,2024-08-10,680,124,2,1,580.09
10926,2026-01-11,756,54,4,3,876.1
10927,2026-01-03,97,36,1,4,516.49
10928,2025-10-23,741,152,2,10,759.14
10929,2025-12-04,996,153,1,2,375.39
10930,2024-08-02,3,200,3,10,355.88
10931,2025-09-04,306,126,4,2,440.23
10932,2025-02-08,771,16,4,9,44.09
10933,2025-07-08,244,10,3,1,16.07
10934,2026-04-12,996,84,3,7,525.6
10935,2025-06-18,82,180,2,2,821.91
10936,2025-10-04,925,71,2,4,422.12
10937,2025-12-18,938,92,4,5,204.07
10938,2025-11-07,105,189,1,2,910.92
10939,2024-11-08,353,69,3,10,635.04
10940,2025-09-24,672,166,2,10,91.18
10941,2024-08-12,700,122,1,10,385.14
10942,2024-05-22,907,160,1,10,865.64
10943,2024-07-01,241,98,3,2,495.2
10944,2025-08-08,427,82,2,1,909.68
10945,2025-05-08,847,95,3,9,638.13
10946,2024-08-14,806,102,1,10,990.18
10947,2024-10-28,912,20,4,9,23.46
10948,2026-04-08,775,22,3,4,990.13
10949,2025-11-12,427,5,4,5,218.11
10950,2025-06-24,307,94,2,5,895.91
10951,2026-03-29,505,54,2,1,12.95
10952,2024-10-31,598,106,1,2,377.9
10953,2024-05-15,343,52,1,6,228.23
10954,2025-03-06,814,198,3,7,747.57
10955,2025-04-04,950,79,1,5,994.39
10956,2025-06-05,508,12,3,7,283.51
10957,2024-10-30,905,180,3,6,362.71
10958,2025-09-16,100,175,4,10,734.9
10959,2025-12-04,167,184,3,1,844.96
10960,2025-08-04,914,196,4,5,108.74
10961,2025-10-14,934,164,2,6,207.04
10962,2026-03-24,101,161,1,4,517.96
10963,2025-02-08,795,149,1,7,816.18
10964,2024-12-26,410,128,4,1,628.23
10965,2025-11-11,695,93,2,2,982.46
10966,2025-08-30,936,86,4,9,876.57
10967,2025-10-01,44,67,2,10,267.82
10968,2024-05-27,605,4,1,9,680.13
10969,2025-04-20,544,151,2,6,775.93
10970,2025-04-11,807,139,3,8,518.78
10971,2026-01-01,205,156,1,4,483.48
10972,2025-06-15,220,116,4,4,754.01
10973,2026-01-05,158,14,3,9,792.21
10974,2024-11-09,420,146,3,9,361.23
10975,2025-07-27,709,16,4,5,525.3
10976,2025-06-24,971,142,1,4,263.78
10977,2025-12-20,23,186,3,2,924.96
10978,2025-03-01,15,82,1,2,558.02
10979,2024-06-28,249,182,4,2,499.32
10980,2025-07-26,35,1,1,5,519.56
10981,2024-06-09,367,78,1,3,685.2
10982,2025-12-03,682,65,1,1,875.94
10983,2024-08-30,597,73,3,3,325.14
10984,2025-06-21,906,64,4,3,329.96
10985,2024-08-09,370,111,1,5,276.24
10986,2024-09-09,960,40,4,1,72.04
10987,2025-07-14,861,15,2,3,129.95
10988,2024-06-23,150,151,3,2,501.29
10989,2024-05-28,442,29,1,2,885.97
10990,2026-03-29,316,132,2,3,257.99
10991,2025-12-12,721,10,4,6,928.8
10992,2026-01-27,139,174,4,2,140.4
10993,2026-04-17,398,106,3,9,97.16
10994,2025-05-06,720,164,1,1,86.25
10995,2025-05-26,169,182,2,4,977.36
10996,2025-06-13,24,32,4,8,583.91
10997,2025-04-22,391,87,3,7,654.03
10998,2026-04-25,928,63,2,4,552.87
10999,2024-08-04,663,50,4,9,314.36
11000,2024-05-15,301,62,3,5,399.15
11001,2026-02-25,174,45,1,8,271.2
11002,2025-07-26,618,165,1,6,981.59
11003,2024-08-21,525,173,1,6,732.82
11004,2026-03-11,377,2,3,3,529.46
11005,2025-04-13,71,112,2,7,160.88
11006,2025-06-17,976,115,4,3,94.93
11007,2025-12-18,717,129,4,3,472.2
11008,2025-02-15,977,32,1,6,587.18
11009,2025-09-22,939,90,4,10,513.85
11010,2024-11-09,858,192,1,6,346.18
11011,2024-08-06,94,142,3,10,363.72
11012,2025-04-02,999,95,2,10,429.93
11013,2025-08-14,253,161,3,3,146.35
11014,2025-08-29,496,51,2,9,312.43
11015,2025-06-19,271,199,4,3,570.86
11016,2025-12-08,62,170,2,1,892.21
11017,2026-04-18,633,20,4,3,390.12
11018,2025-01-22,794,28,2,5,154.15
11019,2026-01-23,320,161,3,8,520.54
11020,2025-07-17,114,63,1,5,369.27
11021,2025-12-11,781,98,2,6,234.86
11022,2025-01-27,224,16,2,5,851.36
11023,2024-07-14,225,5,1,2,121.99
11024,2025-09-28,68,73,4,5,834.51
11025,2024-09-25,190,22,3,4,470.32
11026,2026-02-07,490,129,1,6,342.46
11027,2025-10-12,931,158,2,3,892.65
11028,2024-06-18,989,122,1,3,433.15
11029,2024-12-13,759,79,4,7,626.72
11030,2025-06-16,667,122,4,3,358.02
11031,2026-01-19,688,152,4,5,87.08
11032,2024-10-19,217,90,1,8,694.08
11033,2025-05-12,806,75,4,8,176.21
11034,2025-10-09,458,181,4,4,225.59
11035,2025-02-10,421,130,1,1,448.46
11036,2025-06-10,933,28,3,8,321.04
11037,2025-07-29,674,200,3,3,136.86
11038,2024-12-30,98,17,2,8,816.41
11039,2025-02-25,997,3,3,3,137.3
11040,2025-04-06,717,95,2,4,652.46
11041,2025-04-22,932,36,2,9,94.86
11042,2025-11-03,312,60,2,2,412.22
11043,2026-01-22,973,20,4,7,741.26
11044,2025-08-22,637,171,4,5,681.43
11045,2025-05-04,934,106,4,1,492.86
11046,2025-12-16,115,155,3,2,793.89
11047,2025-03-27,121,95,4,9,903.59
11048,2025-05-19,132,62,1,4,499.77
11049,2024-05-18,330,166,3,9,406.64
11050,2025-03-07,187,103,3,3,218.13
11051,2026-02-08,891,46,3,6,799.02
11052,2025-12-28,551,185,3,7,743.36
11053,2025-10-20,872,53,4,2,814.32
11054,2025-06-26,473,166,4,6,865.67
11055,2026-02-22,532,172,1,6,649.67
11056,2025-10-01,471,161,1,2,890.08
11057,2024-07-28,839,128,3,5,286.3
11058,2024-10-04,62,40,4,5,776.13
11059,2025-01-12,617,66,2,5,313.77
11060,2025-03-13,237,114,2,7,395.83
11061,2026-02-11,980,14,3,5,543.35
11062,2025-08-23,407,189,4,2,128.33
11063,2025-12-31,537,20,4,2,530.82
11064,2025-06-23,758,126,4,4,302.89
11065,2025-12-14,457,119,3,10,423.44
11066,2024-12-04,996,133,3,6,703.26
11067,2024-05-26,474,61,2,2,644.18
11068,2024-12-23,850,134,1,6,421.24
11069,2025-03-13,335,73,1,4,793.23
11070,2025-12-08,284,161,3,6,665.26
11071,2025-05-16,612,117,1,8,605.12
11072,2025-12-30,737,16,4,8,645.52
11073,2025-11-07,853,80,3,6,969.02
11074,2025-10-24,28,6,1,8,203.88
11075,2025-01-05,795,68,1,3,476.05
11076,2025-06-30,985,90,2,2,641.93
11077,2024-07-16,589,161,3,7,453.32
11078,2025-08-24,131,67,1,6,372.37
11079,2024-06-04,808,166,2,6,852.76
11080,2025-08-03,108,128,4,5,638.31
11081,2026-04-03,364,111,3,3,923.87
11082,2026-03-01,414,79,2,5,223.87
11083,2025-12-03,316,40,2,3,33.43
11084,2025-09-30,131,14,3,2,13.49
11085,2025-12-28,300,147,4,1,463.03
11086,2024-09-20,386,88,2,1,954.43
11087,2025-07-18,898,176,1,5,518.41
11088,2025-12-22,430,13,4,8,951.09
11089,2025-01-06,450,44,3,1,64.4
11090,2024-09-21,245,42,1,10,349.05
11091,2025-10-25,738,160,2,3,68.62
11092,2025-01-12,751,1,4,6,51.26
11093,2025-01-01,916,146,4,2,676.3
11094,2025-06-12,787,86,3,5,672.75
11095,2025-02-26,130,56,4,5,584.57
11096,2024-08-23,271,19,1,1,802.38
11097,2024-06-12,814,174,2,1,542.39
11098,2024-10-09,385,126,4,1,304.5
11099,2024-08-20,971,106,2,4,946.13
11100,2025-03-30,99,93,1,8,321.89
11101,2024-06-16,617,97,4,10,794.76
11102,2024-08-16,912,148,4,1,343.95
11103,2024-11-01,441,91,2,2,949.83
11104,2025-05-31,696,55,3,3,187.7
11105,2024-10-21,508,12,3,4,87.88
11106,2025-02-05,702,12,4,8,176.69
11107,2025-09-25,147,144,4,5,621.72
11108,2025-01-06,973,153,3,9,570.75
11109,2025-07-25,752,103,4,5,172.75
11110,2024-11-17,746,102,1,2,491.28
11111,2025-05-27,402,177,4,9,455.72
11112,2024-06-07,219,129,1,2,112.79
11113,2025-01-04,826,53,1,6,180.4
11114,2025-02-28,957,149,2,4,534.33
11115,2024-07-03,373,43,2,4,470.8
11116,2025-01-17,344,12,3,5,797.7
11117,2024-10-21,822,8,4,4,632.89
11118,2026-04-26,271,72,4,9,257.84
11119,2025-09-21,36,72,1,3,423.94
11120,2024-09-16,406,186,3,6,634.69
11121,2025-09-24,133,120,2,4,662.1
11122,2025-02-15,585,121,1,3,129.56
11123,2025-11-03,906,77,4,2,743.85
11124,2024-07-15,628,191,1,5,478.85
11125,2024-07-26,390,19,1,3,965.5
11126,2025-01-01,878,110,3,5,300.82
11127,2026-04-19,602,192,1,5,206.42
11128,2025-02-06,477,9,2,10,663.63
11129,2025-05-17,470,9,3,1,213.53
11130,2025-06-12,424,200,2,4,949.83
11131,2024-04-27,838,48,3,7,670.87
11132,2025-03-20,791,84,4,1,301.17
11133,2025-05-26,779,92,1,2,589.3
11134,2025-07-02,33,104,3,7,734.73
11135,2025-02-26,181,48,4,8,609.15
11136,2025-07-07,779,30,1,8,513.59
11137,2024-12-16,117,47,3,10,714.31
11138,2025-02-07,698,117,2,10,86.41
11139,2024-05-27,612,75,2,3,139.43
11140,2025-08-02,869,156,2,6,254.29
11141,2025-10-09,264,19,4,6,792.74
11142,2026-01-01,490,100,1,8,411.16
11143,2025-08-28,696,125,2,3,673.19
11144,2025-05-10,884,94,2,7,438.56
11145,2025-04-27,512,150,2,4,997.11
11146,2025-02-27,290,13,2,4,477.19
11147,2025-07-10,224,101,1,6,834.87
11148,2024-12-21,591,47,4,7,527.22
11149,2026-03-16,392,165,1,9,945.11
11150,2024-12-22,493,151,3,7,342.54
11151,2026-03-04,53,7,1,3,813.45
11152,2025-11-12,497,94,1,10,209.7
11153,2024-06-25,419,169,1,5,475.64
11154,2026-04-27,6,159,2,9,45.3
11155,2025-04-09,917,57,4,2,272.22
11156,2025-07-18,699,29,2,8,295.8
11157,2025-12-03,844,46,4,10,235.39
11158,2025-02-11,180,162,2,7,989.47
11159,2025-04-28,721,129,3,10,334.45
11160,2024-11-29,162,128,4,3,614.64
11161,2026-02-03,747,187,2,7,733.65
11162,2025-07-16,894,131,2,3,754.48
11163,2026-02-02,31,174,4,3,800.22
11164,2025-11-03,528,22,3,10,507.32
11165,2025-10-31,646,171,4,2,668.15
11166,2026-03-06,27,151,1,10,538.92
11167,2024-07-23,742,16,3,1,628.72
11168,2024-11-17,237,101,2,8,155.13
11169,2024-08-25,276,200,3,6,830.77
11170,2026-04-02,191,124,3,10,266.4
11171,2025-09-05,400,126,2,3,692.61
11172,2024-11-11,728,181,4,3,193.52
11173,2024-05-02,152,27,3,6,245.73
11174,2025-07-24,328,13,1,7,622.31
11175,2025-05-01,593,49,2,10,933.02
11176,2025-11-19,454,65,3,2,94.49
11177,2025-03-31,682,102,3,2,427.86
11178,2026-01-22,560,103,2,5,834.91
11179,2026-02-18,803,84,1,4,207.3
11180,2025-03-02,436,110,1,6,829.66
11181,2024-05-03,332,39,4,7,746.43
11182,2025-09-12,929,123,1,2,516.92
11183,2026-04-12,218,35,1,8,163.49
11184,2025-11-07,755,147,1,10,712.72
11185,2025-12-05,551,68,4,6,927.16
11186,2024-10-18,882,14,4,4,438.3
11187,2025-07-03,712,171,3,2,970.24
11188,2026-01-14,470,189,4,6,361.64
11189,2025-01-13,634,193,1,10,385.3
11190,2026-04-11,845,106,4,7,70.83
11191,2026-01-08,189,36,2,7,281.99
11192,2025-10-12,314,147,3,2,849.07
11193,2025-03-15,241,116,1,5,205.13
11194,2025-10-24,697,65,2,5,611.03
11195,2024-04-28,873,108,2,7,205.56
11196,2026-02-01,510,120,4,5,711.12
11197,2025-12-20,280,38,2,3,107.78
11198,2025-11-15,191,175,3,3,967.39
11199,2025-09-02,111,184,4,4,973.55
11200,2024-08-04,95,172,1,4,264.8
11201,2026-01-03,209,27,4,6,109.93
11202,2024-10-08,678,46,3,9,244.05
11203,2026-02-06,573,84,1,9,738.19
11204,2024-10-05,241,44,4,2,34.15
11205,2024-05-24,322,54,3,2,965.61
11206,2024-07-27,326,167,4,4,984.86
11207,2024-12-31,726,76,2,2,699.81
11208,2025-09-10,987,20,1,7,237.93
11209,2025-10-02,826,51,3,5,451.78
11210,2024-07-18,88,180,3,5,866.7
11211,2024-05-06,217,63,2,6,309.67
11212,2025-06-03,497,106,2,3,42.28
11213,2025-01-22,946,139,2,10,947.13
11214,2025-05-16,607,186,3,6,774.77
11215,2025-09-04,705,11,2,9,931.88
11216,2024-11-13,355,118,1,9,423.44
11217,2026-02-21,978,176,1,10,667.17
11218,2024-06-08,527,22,4,3,375.46
11219,2024-07-03,301,153,2,2,921.08
11220,2026-02-05,330,64,4,6,108.81
11221,2024-05-02,223,133,4,2,788.83
11222,2024-05-04,425,120,3,7,90.92
11223,2025-01-13,103,110,1,6,279.98
11224,2025-07-18,232,116,1,8,754.82
11225,2024-11-25,813,178,2,7,474.92
11226,2025-08-29,131,128,3,8,14.02
11227,2024-11-12,621,193,3,4,806.54
11228,2026-03-15,179,28,4,9,817.15
11229,2024-09-22,610,78,1,7,625.58
11230,2024-07-12,462,36,4,8,986.1
11231,2025-10-05,875,14,3,2,559.07
11232,2025-12-11,174,157,2,2,619.7
11233,2024-08-03,109,166,4,8,556.43
11234,2024-11-30,907,162,4,6,745.95
11235,2025-08-16,959,143,4,5,496.49
11236,2025-10-06,265,4,1,10,822.46
11237,2026-03-25,654,94,3,4,878.25
11238,2024-10-22,464,86,3,1,267.89
11239,2024-12-29,859,27,4,2,302.01
11240,2024-08-12,240,139,3,1,234.43
11241,2025-08-10,894,120,2,7,482.0
11242,2024-06-22,289,89,4,7,820.34
11243,2025-01-23,648,15,3,2,265.42
11244,2025-03-02,365,169,1,10,359.11
11245,2024-08-31,202,105,1,4,514.36
11246,2024-07-23,662,83,2,9,758.18
11247,2025-04-15,191,49,1,4,157.08
11248,2024-08-17,635,110,4,9,224.02
11249,2025-07-04,843,80,2,6,540.42
11250,2025-04-02,700,172,3,10,583.16
11251,2025-11-30,893,156,4,8,415.2
11252,2025-07-08,525,93,4,10,156.55
11253,2025-09-28,343,183,3,4,492.86
11254,2025-11-26,417,51,4,7,184.87
11255,2024-10-17,510,25,1,8,814.27
11256,2025-05-10,989,112,3,4,965.55
11257,2025-11-17,351,153,3,6,977.46
11258,2025-05-11,621,69,3,1,430.74
11259,2026-04-27,582,134,3,9,780.66
11260,2025-11-14,132,156,3,9,418.88
11261,2025-02-20,801,16,4,3,525.3
11262,2024-06-26,334,178,3,2,452.21
11263,2025-05-30,210,180,3,4,94.3
11264,2025-02-20,919,145,1,5,167.3
11265,2024-12-09,73,92,3,5,724.99
11266,2026-03-03,896,9,4,8,844.21
11267,2026-04-02,151,80,2,9,954.43
11268,2025-03-27,370,127,3,1,316.15
11269,2024-08-02,972,200,3,3,747.15
11270,2025-09-22,709,125,4,1,209.05
11271,2025-02-01,258,119,4,7,934.58
11272,2024-06-06,820,60,1,8,791.46
11273,2024-08-24,675,114,4,6,86.15
11274,2024-08-24,661,1,1,7,706.95
11275,2024-08-13,363,197,1,10,852.32
11276,2025-02-01,24,125,2,4,287.69
11277,2026-01-31,825,105,1,6,729.13
11278,2024-12-25,279,31,1,8,59.37
11279,2026-04-19,157,145,2,3,62.12
11280,2024-05-26,147,82,1,4,622.0
11281,2024-07-20,5,46,3,1,73.38
11282,2024-09-02,754,24,3,8,264.15
11283,2024-06-01,691,115,2,10,576.47
11284,2026-02-20,726,89,3,6,135.28
11285,2024-05-26,494,130,2,10,37.64
11286,2024-10-27,628,127,3,8,705.22
11287,2024-08-23,300,81,4,9,290.37
11288,2024-12-23,140,98,2,4,218.63
11289,2026-02-28,967,63,3,7,349.22
11290,2025-01-02,585,11,2,5,565.84
11291,2025-07-15,811,14,2,5,98.3
11292,2025-09-18,43,31,4,1,411.53
11293,2025-12-08,790,66,3,10,50.61
11294,2024-08-10,375,164,2,5,927.99
11295,2025-08-29,122,125,4,4,211.85
11296,2026-01-09,736,176,2,1,957.55
11297,2024-08-06,721,117,1,9,722.51
11298,2026-03-06,156,26,2,2,802.83
11299,2025-09-07,687,5,4,4,573.29
11300,2026-01-31,985,57,1,9,929.33
11301,2024-08-05,473,163,1,2,664.8
11302,2024-07-12,844,7,1,3,926.19
11303,2025-03-04,242,139,2,7,997.25
11304,2024-05-12,697,123,1,3,799.77
11305,2025-07-15,687,92,4,10,883.92
11306,2024-12-03,246,92,4,5,277.73
11307,2026-03-31,66,18,2,6,299.06
11308,2026-04-07,800,116,2,9,396.79
11309,2025-07-07,607,145,4,3,313.1
11310,2024-04-30,18,170,2,4,507.18
11311,2025-06-13,269,160,2,1,233.22
11312,2024-11-27,487,163,3,10,84.55
11313,2025-11-05,329,3,1,10,646.27
11314,2025-06-27,671,49,3,8,147.06
11315,2025-03-25,917,97,2,10,346.59
11316,2024-06-15,591,164,1,1,389.12
11317,2026-02-21,736,124,2,4,220.94
11318,2025-10-15,533,48,4,7,970.49
11319,2024-05-14,328,56,3,9,673.15
11320,2025-01-09,880,46,3,10,395.31
11321,2024-05-11,534,158,2,4,963.22
11322,2025-07-28,371,141,3,6,741.69
11323,2024-06-21,28,19,1,2,982.18
11324,2024-06-21,717,178,3,5,309.71
11325,2025-09-27,316,141,3,8,598.69
11326,2026-02-16,5,115,3,1,372.77
11327,2026-01-27,818,187,4,1,973.77
11328,2025-01-09,695,35,2,2,725.35
11329,2025-08-14,463,117,3,10,616.17
11330,2025-07-04,138,89,3,10,938.82
11331,2024-11-03,543,62,1,1,961.55
11332,2025-07-23,214,46,1,5,114.77
11333,2024-11-29,54,59,4,3,513.12
11334,2025-12-19,70,15,2,10,459.34
11335,2026-03-01,610,88,4,6,993.62
11336,2026-03-27,906,30,2,7,222.46
11337,2025-05-14,58,165,1,8,765.01
11338,2024-11-21,437,198,2,4,704.93
11339,2025-06-21,816,47,2,6,112.44
11340,2024-07-05,397,110,4,9,626.76
11341,2025-04-22,179,31,2,8,292.81
11342,2025-03-12,165,26,2,4,309.87
11343,2024-08-17,591,184,3,9,185.31
11344,2026-02-16,638,95,4,6,403.78
11345,2024-05-23,66,149,2,10,935.66
11346,2025-10-12,334,154,1,10,897.22
11347,2024-06-12,581,78,3,2,753.2
11348,2024-12-01,511,94,2,8,433.32
11349,2026-02-11,201,194,4,9,908.04
11350,2025-03-06,843,45,3,7,935.84
11351,2026-02-19,789,131,3,9,434.13
11352,2025-05-18,320,128,4,7,587.72
11353,2025-01-20,921,170,3,8,491.24
11354,2026-03-29,5,83,1,9,412.77
11355,2025-12-19,375,14,4,8,603.09
11356,2025-01-09,793,149,4,5,865.66
11357,2024-06-03,69,26,3,10,644.75
11358,2024-09-07,321,158,2,6,418.7
11359,2025-01-06,468,1,3,3,430.5
11360,2026-04-06,387,157,4,10,363.54
11361,2024-06-11,869,187,1,5,691.76
11362,2025-09-26,418,2,4,4,512.15
11363,2024-10-13,801,47,3,1,718.87
11364,2025-12-31,105,107,2,8,336.94
11365,2025-12-02,880,162,2,1,643.0
11366,2026-02-23,162,47,3,3,118.81
11367,2025-11-10,785,199,2,9,22.38
11368,2025-11-30,595,173,3,5,702.94
11369,2025-08-23,392,35,4,7,251.05
11370,2026-04-16,980,185,1,5,516.38
11371,2025-11-22,270,152,4,2,321.96
11372,2024-05-15,100,34,3,5,376.01
11373,2026-01-28,825,144,2,9,320.02
11374,2024-11-04,920,162,2,6,505.22
11375,2025-09-25,677,76,1,7,594.49
11376,2025-03-02,229,90,3,3,142.14
11377,2025-01-22,733,122,3,2,138.45
11378,2025-06-08,8,147,1,2,552.73
11379,2025-11-24,509,171,3,10,462.94
11380,2024-07-10,785,17,1,2,294.26
11381,2024-11-24,622,109,2,4,429.39
11382,2025-07-02,27,145,1,1,321.36
11383,2024-07-28,3,73,3,10,754.4
11384,2026-02-23,651,27,4,5,70.98
11385,2025-07-18,868,181,3,10,495.84
11386,2024-12-04,796,134,2,5,911.97
11387,2025-02-14,298,92,3,3,98.12
11388,2024-05-30,734,77,2,1,679.15
11389,2025-12-17,927,76,1,9,195.1
11390,2024-06-28,643,105,3,5,574.57
11391,2025-12-29,854,120,4,3,331.19
11392,2024-05-23,36,181,3,5,128.24
11393,2025-10-06,909,31,1,10,213.01
11394,2026-03-03,379,115,4,1,982.48
11395,2024-10-17,876,114,4,1,987.08
11396,2025-01-31,699,103,1,7,591.09
11397,2024-11-07,116,55,3,2,180.12
11398,2025-02-27,555,68,2,7,849.35
11399,2026-03-04,321,199,3,10,831.47
11400,2025-06-13,552,41,4,8,739.69
11401,2026-03-20,710,105,2,3,421.7
11402,2026-01-15,859,169,1,6,394.78
11403,2025-08-07,689,172,3,10,38.34
11404,2024-05-01,908,6,2,8,430.47
11405,2024-11-10,20,3,2,4,360.58
11406,2026-03-10,79,169,2,1,923.67
11407,2025-09-05,782,67,3,10,711.39
11408,2025-06-20,393,150,1,6,951.97
11409,2026-02-09,481,53,3,10,268.74
11410,2025-02-18,200,144,3,7,208.43
11411,2024-09-03,489,92,3,10,695.78
11412,2025-11-01,249,188,4,9,503.03
11413,2024-11-16,3,29,1,2,128.79
11414,2024-09-14,237,60,4,10,332.54
11415,2025-01-22,685,41,2,4,102.82
11416,2025-01-16,241,43,3,2,633.2
11417,2025-01-16,453,4,4,2,153.11
11418,2024-09-19,516,125,4,4,253.23
11419,2025-05-23,523,125,1,9,727.41
11420,2025-02-24,197,173,2,3,739.0
11421,2024-05-12,851,130,2,3,880.4
11422,2024-11-23,313,73,3,4,862.91
11423,2024-11-27,115,155,4,9,778.54
11424,2024-07-16,797,144,1,7,881.9
11425,2024-08-07,601,91,4,2,805.09
11426,2025-06-27,36,75,2,6,991.71
11427,2024-08-03,606,5,1,3,516.1
11428,2025-03-18,169,35,3,2,503.58
11429,2024-09-17,724,32,2,2,246.17
11430,2024-09-20,505,174,3,4,264.87
11431,2024-05-20,230,16,3,8,578.23
11432,2025-01-19,341,182,1,8,231.0
11433,2025-12-28,252,89,1,4,414.42
11434,2024-08-23,168,195,2,1,90.88
11435,2025-11-25,900,86,2,10,956.42
11436,2024-09-18,706,125,4,9,374.34
11437,2026-03-20,295,104,2,2,101.49
11438,2024-12-16,976,116,1,1,422.89
11439,2024-09-25,45,132,2,2,825.21
11440,2025-03-21,275,3,4,7,438.38
11441,2025-08-06,737,163,3,4,394.98
11442,2025-08-11,849,148,2,2,758.79
11443,2025-11-28,252,186,3,1,636.66
11444,2026-02-26,103,27,2,5,263.72
11445,2026-02-22,621,97,3,1,594.0
11446,2025-04-05,840,145,1,9,292.45
11447,2025-02-28,964,150,3,6,278.86
11448,2024-06-09,934,185,3,10,444.79
11449,2025-06-06,361,76,4,3,662.13
11450,2025-04-19,782,15,3,8,258.2
11451,2025-01-07,855,79,2,2,453.29
11452,2025-10-21,370,106,2,10,264.56
11453,2025-06-28,2,68,4,6,109.88
11454,2025-06-23,291,78,3,5,426.44
11455,2024-05-28,821,93,4,5,521.64
11456,2025-12-18,818,75,3,3,323.9
11457,2025-11-04,721,131,4,5,385.12
11458,2025-09-29,886,5,2,1,257.5
11459,2026-01-09,85,122,3,3,85.68
11460,2024-08-09,962,153,1,4,779.09
11461,2025-12-14,720,156,4,6,268.03
11462,2025-11-10,225,158,2,8,490.04
11463,2025-07-25,917,34,4,2,998.65
11464,2024-12-19,258,39,2,5,124.43
11465,2026-04-13,325,196,1,4,853.29
11466,2025-08-14,694,54,3,2,194.18
11467,2024-08-27,487,36,2,4,974.91
11468,2024-09-17,877,117,2,1,450.1
11469,2025-11-14,936,18,4,6,224.37
11470,2024-06-25,489,13,1,7,243.85
11471,2025-11-17,241,153,4,8,217.64
11472,2024-09-13,979,96,2,2,992.31
11473,2025-10-19,544,88,2,8,372.05
11474,2024-07-12,699,140,2,7,944.75
11475,2025-12-28,163,23,3,6,880.23
11476,2024-05-24,745,16,3,9,568.28
11477,2026-04-04,706,149,1,9,131.24
11478,2024-08-29,103,155,3,3,565.75
11479,2024-08-25,509,182,2,5,143.55
11480,2024-04-29,658,1,4,5,197.8
11481,2025-05-15,674,151,3,6,196.19
11482,2024-10-02,317,51,2,5,568.2
11483,2026-02-12,465,183,1,10,450.36
11484,2026-02-07,641,4,3,1,830.36
11485,2024-12-05,893,145,2,3,298.13
11486,2025-02-09,284,199,2,1,867.25
11487,2025-01-30,628,166,1,8,232.72
11488,2025-07-12,386,50,2,3,300.46
11489,2026-02-09,233,1,4,3,312.72
11490,2024-09-06,492,129,2,10,739.37
11491,2026-01-25,945,125,1,3,92.73
11492,2025-12-20,927,43,3,8,623.23
11493,2025-10-02,553,151,4,10,984.82
11494,2024-12-22,52,38,3,2,573.21
11495,2025-12-17,516,169,2,8,767.58
11496,2025-07-31,288,75,3,3,999.58
11497,2024-08-05,452,99,1,6,151.91
11498,2026-01-11,928,139,2,2,99.12
11499,2026-02-20,793,145,4,8,511.66
11500,2026-01-27,366,28,4,7,364.69
11501,2024-12-16,937,15,1,9,57.83
11502,2024-10-30,382,71,3,1,753.91
11503,2025-11-24,478,113,4,1,125.96
